107573,51,תל אביב ,267,כפר שמריהו ,101 ,החורש ,official ,101
115237,51,תל אביב ,5000,תל אביב - יפו ,6015 ,ככר לונדון ,official ,6015
115238,51,תל אביב ,5000,תל אביב - יפו ,6016 ,ככר מגן דוד ,official ,6016
115239,51,תל אביב ,5000,תל אביב - יפו ,6017 ,ככר מיכאלס ,official ,6017
115240,51,תל אביב ,5000,תל אביב - יפו ,13590,מיכאלס ככר ,synonym of 6017 ,6017
115241,51,תל אביב ,5000,תל אביב - יפו ,13591,מכאליס ככר ,synonym of 6017 ,6017
115242,51,תל אביב ,5000,תל אביב - יפו ,13592,מיכאלס ,synonym of 6017 ,6017
115243,51,תל אביב ,5000,תל אביב - יפו ,6018 ,ככר נמיר ,official ,6018
115244,51,תל אביב ,5000,תל אביב - יפו ,13593,נמיר ככר ,synonym of 6018 ,6018
115245,51,תל אביב ,5000,תל אביב - יפו ,13594,אתרים ככר ,synonym of 6018 ,6018
115246,51,תל אביב ,5000,תל אביב - יפו ,13595,ככר אתרים ,synonym of 6018 ,6018
115247,51,תל אביב ,5000,תל אביב - יפו ,6019 ,ככר פלומר ,official ,6019
115248,51,תל אביב ,5000,תל אביב - יפו ,13596,פלומר ככר ,synonym of 6019 ,6019
115249,51,תל אביב ,5000,תל אביב - יפו ,6020 ,ככר קדומים ,official ,6020
115250,51,תל אביב ,5000,תל אביב - יפו ,13597,קדומים ככר ,synonym of 6020 ,6020
115251,51,תל אביב ,5000,תל אביב - יפו ,13598,קדומים ,synonym of 6020 ,6020
115252,51,תל אביב ,5000,תל אביב - יפו ,6021 ,ככר שטרן מרדכי ,official ,6021
115253,51,תל אביב ,5000,תל אביב - יפו ,6022 ,ככר מהלר גוסטב ,official ,6022
115254,51,תל אביב ,5000,תל אביב - יפו ,13599,ככר גוסטב מהלר ,synonym of 6022 ,6022
115255,51,תל אביב ,5000,תל אביב - יפו ,13600,מהלר גוסטב ככר ,synonym of 6022 ,6022
115256,51,תל אביב ,5000,תל אביב - יפו ,13601,גוסטב מהלר ככר ,synonym of 6022 ,6022
115257,51,תל אביב ,5000,תל אביב - יפו ,6023 ,כיכר ספורטה רפאל ,official ,6023
115258,51,תל אביב ,5000,תל אביב - יפו ,13602,ככר ספורטה רפאל ,synonym of 6023 ,6023
115259,51,תל אביב ,5000,תל אביב - יפו ,13603,ספורטה רפאל )כיכר( ,synonym of 6023 ,6023
115260,51,תל אביב ,5000,תל אביב - יפו ,13604,כיכר רפאל ספורטה ,synonym of 6023 ,6023
115261,51,תל אביב ,5000,תל אביב - יפו ,6024 ,כיכר הראל איסר ,official ,6024
115262,51,תל אביב ,5000,תל אביב - יפו ,13605,כיכר איסר הראל ,synonym of 6024 ,6024
115263,51,תל אביב ,5000,תל אביב - יפו ,13606,ככר הראל איסר ,synonym of 6024 ,6024
115264,51,תל אביב ,5000,תל אביב - יפו ,13607,הראל איסר )כיכר( ,synonym of 6024 ,6024
115265,51,תל אביב ,5000,תל אביב - יפו ,13608,איסר הראל )כיכר( ,synonym of 6024 ,6024
115266,51,תל אביב ,5000,תל אביב - יפו ,6025 ,ככר יצחק רבין ,official ,6025
115267,51,תל אביב ,5000,תל אביב - יפו ,13609,עירית תא ,synonym of 6025 ,6025
115268,51,תל אביב ,5000,תל אביב - יפו ,13610,יצחק רבין ,synonym of 6025 ,6025
115269,51,תל אביב ,5000,תל אביב - יפו ,13611,רבין יצחק ,synonym of 6025 ,6025
115270,51,תל אביב ,5000,תל אביב - יפו ,13612,ככר מלכי ישראל ,synonym of 6025 ,6025
115271,51,תל אביב ,5000,תל אביב - יפו ,13613,מלכי ישראל ככר ,synonym of 6025 ,6025
115272,51,תל אביב ,5000,תל אביב - יפו ,13614,רבין ,synonym of 6025 ,6025
115273,51,תל אביב ,5000,תל אביב - יפו ,13615,ככר רבין ,synonym of 6025 ,6025
115274,51,תל אביב ,5000,תל אביב - יפו ,13616,ככר רבין יצחק ,synonym of 6025 ,6025
115275,51,תל אביב ,5000,תל אביב - יפו ,13617,כיכר רבין ,synonym of 6025 ,6025
115276,51,תל אביב ,5000,תל אביב - יפו ,13618,המלכים ככר ,synonym of 6025 ,6025
115277,51,תל אביב ,5000,תל אביב - יפו ,6026 ,ככר כהן חיים ,official ,6026
115278,51,תל אביב ,5000,תל אביב - יפו ,13619,רח 2387 ,synonym of 6026 ,6026
115279,51,תל אביב ,5000,תל אביב - יפו ,13620,ככר 2387 ,synonym of 6026 ,6026
115280,51,תל אביב ,5000,תל אביב - יפו ,13621,כיכר כהן חיים ,synonym of 6026 ,6026
115281,51,תל אביב ,5000,תל אביב - יפו ,13622,כהן חיים )ככר( ,synonym of 6026 ,6026
115282,51,תל אביב ,5000,תל אביב - יפו ,13623,כהן חיים )כיכר( ,synonym of 6026 ,6026
115283,51,תל אביב ,5000,תל אביב - יפו ,6027 ,ככר ישורון אבות ,official ,6027
115284,51,תל אביב ,5000,תל אביב - יפו ,13624,רח 2388 ,synonym of 6027 ,6027
115285,51,תל אביב ,5000,תל אביב - יפו ,13625,ככר 2388 ,synonym of 6027 ,6027
115286,51,תל אביב ,5000,תל אביב - יפו ,13626,כיכר ישורון אבות ,synonym of 6027 ,6027
115287,51,תל אביב ,5000,תל אביב - יפו ,13627,ישורון אבות )ככר( ,synonym of 6027 ,6027
115288,51,תל אביב ,5000,תל אביב - יפו ,13628,ישורון אבות )כיכר( ,synonym of 6027 ,6027
115289,51,תל אביב ,5000,תל אביב - יפו ,6028 ,ככר 3944 ,official ,6028
115290,51,תל אביב ,5000,תל אביב - יפו ,13629,רח 3944 ,synonym of 6028 ,6028
115291,51,תל אביב ,5000,תל אביב - יפו ,6029 ,כיכר אבריאל אהוד ,official ,6029
115292,51,תל אביב ,5000,תל אביב - יפו ,13630,ככר אבריאל אהוד ,synonym of 6029 ,6029
115293,51,תל אביב ,5000,תל אביב - יפו ,13631,אבריאל אהוד )כיכר( ,synonym of 6029 ,6029
115294,51,תל אביב ,5000,תל אביב - יפו ,13632,כיכר אהוד אבריאל ,synonym of 6029 ,6029
115295,51,תל אביב ,5000,תל אביב - יפו ,6030 ,ככר גרשוין ג'ורג' ,official ,6030
115296,51,תל אביב ,5000,תל אביב - יפו ,13633,ככר גרשוין ,synonym of 6030 ,6030
115297,51,תל אביב ,5000,תל אביב - יפו ,13634,ככר ג'ורג' גרשוין ,synonym of 6030 ,6030
115298,51,תל אביב ,5000,תל אביב - יפו ,6031 ,ככר סתר מרדכי ,official ,6031
115299,51,תל אביב ,5000,תל אביב - יפו ,13635,ככר מרדכי סתר ,synonym of 6031 ,6031
115300,51,תל אביב ,5000,תל אביב - יפו ,13636,ככר סתר ,synonym of 6031 ,6031
115301,51,תל אביב ,5000,תל אביב - יפו ,6032 ,ככר אופנבך ז'ק ,official ,6032
115302,51,תל אביב ,5000,תל אביב - יפו ,13637,ככר ז'ק אופנבך ,synonym of 6032 ,6032
115303,51,תל אביב ,5000,תל אביב - יפו ,13638,ככר אופנבך ,synonym of 6032 ,6032
115304,51,תל אביב ,5000,תל אביב - יפו ,6033 ,ככר בלוך ארנסט ,official ,6033
115305,51,תל אביב ,5000,תל אביב - יפו ,13639,ככר בלוך ,synonym of 6033 ,6033
115306,51,תל אביב ,5000,תל אביב - יפו ,13640,ככר ארנסט בלוך ,synonym of 6033 ,6033
115307,51,תל אביב ,5000,תל אביב - יפו ,6034 ,ככר וולך יונה ,official ,6034
115308,51,תל אביב ,5000,תל אביב - יפו ,13641,ככר יונה וולך ,synonym of 6034 ,6034
115309,51,תל אביב ,5000,תל אביב - יפו ,13642,ככר וולך ,synonym of 6034 ,6034
115310,51,תל אביב ,5000,תל אביב - יפו ,6035 ,ככר שנברג ארנולד ,official ,6035
115311,51,תל אביב ,5000,תל אביב - יפו ,13643,ככר שנברג ,synonym of 6035 ,6035
115312,51,תל אביב ,5000,תל אביב - יפו ,13644,ככר ארנולד שנברג ,synonym of 6035 ,6035
115313,51,תל אביב ,5000,תל אביב - יפו ,6036 ,ככר אנה פרנק ,official ,6036
115314,51,תל אביב ,5000,תל אביב - יפו ,13645,ככר 2399 ,synonym of 6036 ,6036
115315,51,תל אביב ,5000,תל אביב - יפו ,13646,כיכר אנה פרנק ,synonym of 6036 ,6036
115316,51,תל אביב ,5000,תל אביב - יפו ,13647,אנה פרנק )כיכר( ,synonym of 6036 ,6036
115317,51,תל אביב ,5000,תל אביב - יפו ,13648,אנה פרנק )ככר( ,synonym of 6036 ,6036
115318,51,תל אביב ,5000,תל אביב - יפו ,13649,ככר פרנק ,synonym of 6036 ,6036
115319,51,תל אביב ,5000,תל אביב - יפו ,6037 ,ככר 2401 ,official ,6037
115320,51,תל אביב ,5000,תל אביב - יפו ,6038 ,ככר לביא אריק ,official ,6038
115321,51,תל אביב ,5000,תל אביב - יפו ,13650,ככר 2402 ,synonym of 6038 ,6038
115322,51,תל אביב ,5000,תל אביב - יפו ,13651,כיכר לביא אריק ,synonym of 6038 ,6038
115323,51,תל אביב ,5000,תל אביב - יפו ,13652,לביא אריק )ככר( ,synonym of 6038 ,6038
115324,51,תל אביב ,5000,תל אביב - יפו ,13653,לביא אריק )כיכר( ,synonym of 6038 ,6038
115325,51,תל אביב ,5000,תל אביב - יפו ,13654,ככר לביא ,synonym of 6038 ,6038
115326,51,תל אביב ,5000,תל אביב - יפו ,13655,כיכר לביא ,synonym of 6038 ,6038
115327,51,תל אביב ,5000,תל אביב - יפו ,6039 ,ככר דר' דג'אני פואד ,official ,6039
115328,51,תל אביב ,5000,תל אביב - יפו ,13656,ככר דג'אני פואד ,synonym of 6039 ,6039
115329,51,תל אביב ,5000,תל אביב - יפו ,6040 ,רחבת לאונרד ברנשטין ,official ,6040
115330,51,תל אביב ,5000,תל אביב - יפו ,13657,רחבת ברנשטיין ,synonym of 6040 ,6040
115331,51,תל אביב ,5000,תל אביב - יפו ,6041 ,ככר גורדון אורי ,official ,6041
115332,51,תל אביב ,5000,תל אביב - יפו ,13658,כיכר אורי גורדון ,synonym of 6041 ,6041
115333,51,תל אביב ,5000,תל אביב - יפו ,13659,גורדון אורי )כיכר( ,synonym of 6041 ,6041
115334,51,תל אביב ,5000,תל אביב - יפו ,13660,אורי גורדון )כיכר( ,synonym of 6041 ,6041
115335,51,תל אביב ,5000,תל אביב - יפו ,13661,כיכר גורדון אורי ,synonym of 6041 ,6041
115336,51,תל אביב ,5000,תל אביב - יפו ,6042 ,רחבת אלחנני אריה ,official ,6042
115337,51,תל אביב ,5000,תל אביב - יפו ,6043 ,ככר שמאלי אליעזר ,official ,6043
115338,51,תל אביב ,5000,תל אביב - יפו ,13662,כיכר שמאלי אליעזר ,synonym of 6043 ,6043
115339,51,תל אביב ,5000,תל אביב - יפו ,13663,ככר אליעזר שמאלי ,synonym of 6043 ,6043
115340,51,תל אביב ,5000,תל אביב - יפו ,13664,כיכר אליעזר שמאלי ,synonym of 6043 ,6043
115341,51,תל אביב ,5000,תל אביב - יפו ,13665,שמאלי אליעזר )ככר( ,synonym of 6043 ,6043
115342,51,תל אביב ,5000,תל אביב - יפו ,13666,אליעזר שמאלי )ככר( ,synonym of 6043 ,6043
115343,51,תל אביב ,5000,תל אביב - יפו ,6044 ,ככר אורי אביבה ,official ,6044
115344,51,תל אביב ,5000,תל אביב - יפו ,13667,כיכר אורי אביבה ,synonym of 6044 ,6044
115345,51,תל אביב ,5000,תל אביב - יפו ,13668,אורי אביבה )ככר( ,synonym of 6044 ,6044
115346,51,תל אביב ,5000,תל אביב - יפו ,13669,אביבה אורי )ככר( ,synonym of 6044 ,6044
115347,51,תל אביב ,5000,תל אביב - יפו ,6045 ,ככר דיק יוסף ג'ורג' ,official ,6045
115348,51,תל אביב ,5000,תל אביב - יפו ,13670,כיכר דיק יוסף ג'ורג ,synonym of 6045 ,6045
115349,51,תל אביב ,5000,תל אביב - יפו ,13671,דיק יוסף )ככר( ,synonym of 6045 ,6045
115350,51,תל אביב ,5000,תל אביב - יפו ,13672,דיק יוסף ג'ורג' ככר ,synonym of 6045 ,6045
115351,51,תל אביב ,5000,תל אביב - יפו ,6046 ,ככר סגן בוקעי יעקב ,official ,6046
115352,51,תל אביב ,5000,תל אביב - יפו ,13673,כיכר סגן בוקעי יעקב ,synonym of 6046 ,6046
115353,51,תל אביב ,5000,תל אביב - יפו ,13674,סגן בוקעי יעקב ככר ,synonym of 6046 ,6046
115354,51,תל אביב ,5000,תל אביב - יפו ,13675,בוקעי יעקב )ככר( ,synonym of 6046 ,6046
115355,51,תל אביב ,5000,תל אביב - יפו ,13676,בוקעי יעקב )כיכר( ,synonym of 6046 ,6046
115356,51,תל אביב ,5000,תל אביב - יפו ,6048 ,ככר לוי-תנאי שרה ,official ,6048
115357,51,תל אביב ,5000,תל אביב - יפו ,13677,כיכר לוי-תנאי שרה ,synonym of 6048 ,6048
115358,51,תל אביב ,5000,תל אביב - יפו ,13678,לוי-תנאי שרה )ככר( ,synonym of 6048 ,6048
115359,51,תל אביב ,5000,תל אביב - יפו ,13679,לוי-תנאי שרה )כיכר( ,synonym of 6048 ,6048
115360,51,תל אביב ,5000,תל אביב - יפו ,13680,כיכר שרה לוי-תנאי ,synonym of 6048 ,6048
115361,51,תל אביב ,5000,תל אביב - יפו ,13681,ככר שרה לוי-תנאי ,synonym of 6048 ,6048
115362,51,תל אביב ,5000,תל אביב - יפו ,13682,שרה לוי-תנאי )ככר( ,synonym of 6048 ,6048
115363,51,תל אביב ,5000,תל אביב - יפו ,13683,שרה לוי-תנאי )כיכר( ,synonym of 6048 ,6048
115364,51,תל אביב ,5000,תל אביב - יפו ,6052 ,ככר אורבוך ג'ניה ,official ,6052
115365,51,תל אביב ,5000,תל אביב - יפו ,13684,כיכר אורבוך ג'ניה ,synonym of 6052 ,6052
115366,51,תל אביב ,5000,תל אביב - יפו ,13685,אורבוך ג'ניה )ככר( ,synonym of 6052 ,6052
115367,51,תל אביב ,5000,תל אביב - יפו ,13686,אורבוך ג'ניה )כיכר( ,synonym of 6052 ,6052
115368,51,תל אביב ,5000,תל אביב - יפו ,13687,ככר ג'ניה אורבוך ,synonym of 6052 ,6052
115369,51,תל אביב ,5000,תל אביב - יפו ,13688,כיכר ג'ניה אורבוך ,synonym of 6052 ,6052
115370,51,תל אביב ,5000,תל אביב - יפו ,13689,ככר ג'ניה ,synonym of 6052 ,6052
115371,51,תל אביב ,5000,תל אביב - יפו ,13690,כיכר ג'ניה ,synonym of 6052 ,6052
115372,51,תל אביב ,5000,תל אביב - יפו ,13691,ככר אורבוך ,synonym of 6052 ,6052
115373,51,תל אביב ,5000,תל אביב - יפו ,13692,כיכר אורבוך ,synonym of 6052 ,6052
115374,51,תל אביב ,5000,תל אביב - יפו ,6053 ,ככר לוין אריה הרב ,official ,6053
115375,51,תל אביב ,5000,תל אביב - יפו ,13693,כיכר לוין אריה הרב ,synonym of 6053 ,6053
115376,51,תל אביב ,5000,תל אביב - יפו ,13694,לוין אריה הרב )ככר( ,synonym of 6053 ,6053
115377,51,תל אביב ,5000,תל אביב - יפו ,13695,ככר לוין ,synonym of 6053 ,6053
115378,51,תל אביב ,5000,תל אביב - יפו ,13696,כיכר לוין ,synonym of 6053 ,6053
115379,51,תל אביב ,5000,תל אביב - יפו ,6054 ,כיכר דמארי שושנה ,official ,6054
115380,51,תל אביב ,5000,תל אביב - יפו ,13697,ככר דמארי שושנה ,synonym of 6054 ,6054
115381,51,תל אביב ,5000,תל אביב - יפו ,13698,כיכר שושנה דמארי ,synonym of 6054 ,6054
115382,51,תל אביב ,5000,תל אביב - יפו ,13699,ככר שושנה דמארי ,synonym of 6054 ,6054
115383,51,תל אביב ,5000,תל אביב - יפו ,13700,דמארי שושנה )כיכר( ,synonym of 6054 ,6054
115384,51,תל אביב ,5000,תל אביב - יפו ,13701,שושנה דמארי )ככר( ,synonym of 6054 ,6054
115385,51,תל אביב ,5000,תל אביב - יפו ,6055 ,ככר אבנור חנה ,official ,6055
115386,51,תל אביב ,5000,תל אביב - יפו ,13702,כיכר אבנור חנה ,synonym of 6055 ,6055
115387,51,תל אביב ,5000,תל אביב - יפו ,6056 ,כיכר אבנר שאקי ,official ,6056
115388,51,תל אביב ,5000,תל אביב - יפו ,13703,פרופ' אבנר שאקי ,synonym of 6056 ,6056
115389,51,תל אביב ,5000,תל אביב - יפו ,13704,אבנר שאקי ,synonym of 6056 ,6056
115390,51,תל אביב ,5000,תל אביב - יפו ,6057 ,כיכר יוסף גבע ,official ,6057
115391,51,תל אביב ,5000,תל אביב - יפו ,13705,יוסף גבע ,synonym of 6057 ,6057
115392,51,תל אביב ,5000,תל אביב - יפו ,13706,כיכר גבע יוסף ,synonym of 6057 ,6057
115393,51,תל אביב ,5000,תל אביב - יפו ,6058 ,כיכר יוסל ברגנר ,official ,6058
115394,51,תל אביב ,5000,תל אביב - יפו ,13707,יוסל ברגנר ,synonym of 6058 ,6058
115395,51,תל אביב ,5000,תל אביב - יפו ,13708,כיכר ברגנר ,synonym of 6058 ,6058
115396,51,תל אביב ,5000,תל אביב - יפו ,6059 ,כיכר ברכה צפירה ,official ,6059
115397,51,תל אביב ,5000,תל אביב - יפו ,13709,ברכה צפירה ,synonym of 6059 ,6059
115398,51,תל אביב ,5000,תל אביב - יפו ,13710,כיכר צפירה ,synonym of 6059 ,6059
115399,51,תל אביב ,5000,תל אביב - יפו ,13711,כיכר צפירה ברכה ,synonym of 6059 ,6059
115400,51,תל אביב ,5000,תל אביב - יפו ,13712,צפירה ברכה ,synonym of 6059 ,6059
115401,51,תל אביב ,5000,תל אביב - יפו ,6500 ,אזורי חן ,official ,6500
115402,51,תל אביב ,5000,תל אביב - יפו ,13713,ש אזורי חן ,synonym of 6500 ,6500
